,date,Sales Area,MGDP_Index
141,2011-12-31,4,1.156398976417719
142,2012-03-31,4,1.1632162816582985
143,2012-06-30,4,1.1266381138321135
144,2012-09-30,4,1.1350875473605915
145,2012-12-31,4,1.0891708744733866
146,2013-03-31,4,1.0888283045511953
147,2013-06-30,4,1.0798875397500567
148,2013-09-30,4,1.096931519849557
149,2013-12-31,4,1.0810321641415297
150,2014-03-31,4,1.0900950242599852
151,2014-06-30,4,1.0557201078134335
152,2014-09-30,4,1.1290356864619848
153,2014-12-31,4,1.1019578449707663
154,2015-03-31,4,1.0805916538414468
155,2015-06-30,4,1.0809593397013888
156,2015-09-30,4,1.0924701757535225
157,2015-12-31,4,1.0567369097812882
158,2016-03-31,4,1.0721808108396342
159,2016-06-30,4,1.0478279081470214
160,2016-09-30,4,1.0578749721107716
161,2016-12-31,4,1.0152083689416584
162,2017-03-31,4,1.0014310846371854
163,2017-06-30,4,1.0048205172094566
164,2017-09-30,4,1.032744067545111
165,2017-12-31,4,1.0114309253112526
166,2018-03-31,4,1.025438127149347
167,2018-06-30,4,1.0112466444553225
168,2018-09-30,4,1.0318801757994256
169,2018-12-31,4,1.0342283170787887
170,2019-03-31,4,1.020166981422639
171,2019-06-30,4,0.9878795815806023
172,2019-09-30,4,0.9981351943554635
173,2019-12-31,4,1.0
174,2020-03-31,4,0.9985187074983264
175,2020-06-30,4,0.9415176950269375
176,2020-09-30,4,0.9495699058385045
177,2020-12-31,4,0.9449651833930314
178,2021-03-31,4,0.951729751895679
179,2021-06-30,4,0.9379184039567615
180,2021-09-30,4,0.9974165552822777
181,2021-12-31,4,1.00932737910435
182,2022-03-31,4,1.0210394161014824
183,2022-06-30,4,1.0253425543213064
184,2022-09-30,4,1.0493555058041146
185,2022-12-31,4,1.0204756169517053
186,2023-03-31,4,1.0120768477697142
187,2023-06-30,4,1.023675119776462
188,2023-09-30,4,1.0585250775523314
189,2008-03-31,33,0.6718541584286503
190,2008-06-30,33,0.8430090383040513
191,2008-09-30,33,0.9321607217382264
192,2008-12-31,33,0.935571395124338
193,2009-03-31,33,0.4515793871190039
194,2009-06-30,33,0.537856392121597
195,2009-09-30,33,0.6522398486169015
196,2009-12-31,33,0.8436175817595858
197,2010-03-31,33,0.5898392866317598
198,2010-06-30,33,0.7066136861710696
199,2010-09-30,33,0.8104748412049549
200,2010-12-31,33,0.9966612659211813
201,2011-03-31,33,1.1400004093231213
202,2011-06-30,33,1.3387467957707138
203,2011-09-30,33,1.4061782607860371
204,2011-12-31,33,1.5725741242470064
205,2012-03-31,33,1.14681027755191
206,2012-06-30,33,1.257574799434868
207,2012-09-30,33,1.349981800376548
208,2012-12-31,33,1.6027703103460962
209,2013-03-31,33,1.153468361136109
210,2013-06-30,33,1.2837261500584611
211,2013-09-30,33,1.3685875041280349
212,2013-12-31,33,1.6010408886147731
213,2014-03-31,33,1.0321921845813553
214,2014-06-30,33,1.185721770776596
215,2014-09-30,33,1.264439725766972
216,2014-12-31,33,1.2613180167278426
217,2015-03-31,33,0.6290686306594321
218,2015-06-30,33,0.8335039716719445
219,2015-09-30,33,0.812118094155641
220,2015-12-31,33,0.8224787558636025
221,2016-03-31,33,0.49391986607079275
222,2016-06-30,33,0.6252715170186162
223,2016-09-30,33,0.6975299198125027
224,2016-12-31,33,0.8444009272962367
225,2017-03-31,33,0.6239375766673249
226,2017-06-30,33,0.739223675783266
227,2017-09-30,33,0.787311189578684
228,2017-12-31,33,0.9396884434159346
229,2018-03-31,33,0.6594901422595186
230,2018-06-30,33,0.7381486416189834
231,2018-09-30,33,0.8018193993275621
232,2018-12-31,33,0.9438590761196761
233,2019-03-31,33,0.6072885944183889
234,2019-06-30,33,0.7292213128090249
235,2019-09-30,33,0.8218424777534765
236,2019-12-31,33,1.0
237,2020-03-31,33,0.6172070646940664
238,2020-06-30,33,0.6106969195988929
239,2020-09-30,33,0.6767604100571539
240,2020-12-31,33,0.7858059704664198
241,2021-03-31,33,0.5350162277992725
242,2021-06-30,33,0.6501554165317587
243,2021-09-30,33,0.7636577637588948
244,2021-12-31,33,0.9663081817701754
245,2022-03-31,33,0.5256067228550869
246,2022-06-30,33,0.764348362823889
247,2022-09-30,33,0.9117887967611272
248,2022-12-31,33,0.9756659430095731
249,2023-03-31,33,0.5266307623276265
250,2023-06-30,33,0.6105155309124655
251,2023-09-30,33,0.6957833504375037
252,2008-03-31,10,0.33519406902320653
253,2008-06-30,10,0.33519406902320653
254,2008-09-30,10,0.33519406902320653
255,2008-12-31,10,0.33519406902320653
256,2009-03-31,10,0.28048234512772524
257,2009-06-30,10,0.28048234512772524
258,2009-09-30,10,0.28048234512772524
259,2009-12-31,10,0.28048234512772524
260,2010-03-31,10,0.3218122687766191
261,2010-06-30,10,0.3218122687766191
262,2010-09-30,10,0.3218122687766191
263,2010-12-31,10,0.3218122687766191
264,2011-03-31,10,0.7652570920717733
265,2011-06-30,10,1.3935605542322638
266,2011-09-30,10,1.1416579582219981
267,2011-12-31,10,1.1717375209125742
268,2012-03-31,10,1.3036636318432873
269,2012-06-30,10,1.2029106001043637
270,2012-09-30,10,0.9264792270097677
271,2012-12-31,10,1.0999014854359692
272,2013-03-31,10,1.2089250093607318
273,2013-06-30,10,1.120519362247431
274,2013-09-30,10,0.8238758082118364
275,2013-12-31,10,0.9544468539715636
276,2014-03-31,10,1.1133897239552601
277,2014-06-30,10,1.2206852857953896
278,2014-09-30,10,0.8787820974621818
279,2014-12-31,10,1.0179015204358992
280,2015-03-31,10,1.217453452834176
281,2015-06-30,10,1.2624241268949319
282,2015-09-30,10,0.8976183794214979
283,2015-12-31,10,1.0572868669804802
284,2016-03-31,10,1.2441254901799823
285,2016-06-30,10,1.2815399145406203
286,2016-09-30,10,0.9257868582149715
287,2016-12-31,10,1.127008224815523
288,2017-03-31,10,1.4493137395471107
289,2017-06-30,10,1.1973806505988784
290,2017-09-30,10,0.9963715107088387
291,2017-12-31,10,1.1286352289756139
292,2018-03-31,10,1.3739343921013332
293,2018-06-30,10,1.1392375938431822
294,2018-09-30,10,0.8884317580831046
295,2018-12-31,10,1.0121654461938119
296,2019-03-31,10,1.2607799737168464
297,2019-06-30,10,1.093101075624345
298,2019-09-30,10,0.8506397207802326
299,2019-12-31,10,1.0
300,2020-03-31,10,1.223010047796867
301,2020-06-30,10,0.8240060964202416
302,2020-09-30,10,0.7411669705335263
303,2020-12-31,10,0.9133246440284891
304,2021-03-31,10,1.169090955460171
305,2021-06-30,10,1.0000102939577906
306,2021-09-30,10,0.8522115061325449
307,2021-12-31,10,0.9827888663394944
308,2022-03-31,10,1.2104720231448158
309,2022-06-30,10,1.0182922676320434
310,2022-09-30,10,0.7707784448920497
311,2022-12-31,10,0.9346747861319062
312,2023-03-31,10,1.1254953242971175
313,2023-06-30,10,0.9690602160296176
314,2023-09-30,10,0.7606379722280828
315,2008-03-31,13,1.962544976126648
316,2008-06-30,13,1.9896255949512254
317,2008-09-30,13,1.9736177679839852
318,2008-12-31,13,1.653849019036617
319,2009-03-31,13,1.5073318514636171
320,2009-06-30,13,1.6003159851584172
321,2009-09-30,13,1.6222636775601653
322,2009-12-31,13,1.7091630425041588
323,2010-03-31,13,1.701918132070723
324,2010-06-30,13,1.7535018606310342
325,2010-09-30,13,1.750292753882864
326,2010-12-31,13,1.7938292945684609
327,2011-03-31,13,1.7711765653575553
328,2011-06-30,13,1.8300168371589993
329,2011-09-30,13,1.786560035635233
330,2011-12-31,13,1.7304362964955164
331,2012-03-31,13,1.7465192323988428
332,2012-06-30,13,1.7174024960411667
333,2012-09-30,13,1.7449611517434531
334,2012-12-31,13,1.7951882764677534
335,2013-03-31,13,1.7609118534529817
336,2013-06-30,13,1.7557903525953205
337,2013-09-30,13,1.7064135630318615
338,2013-12-31,13,1.7340018220346474
339,2014-03-31,13,1.606717403236968
340,2014-06-30,13,1.6192510389012804
341,2014-09-30,13,1.597438006823301
342,2014-12-31,13,1.532607993986657
343,2015-03-31,13,1.4109867959948221
344,2015-06-30,13,1.3665003221335548
345,2015-09-30,13,1.2636247175050868
346,2015-12-31,13,1.2630277213973544
347,2016-03-31,13,1.1776328806690262
348,2016-06-30,13,1.1830838580288656
349,2016-09-30,13,1.1650931331340055
350,2016-12-31,13,1.1270271006863624
351,2017-03-31,13,1.072132562448006
352,2017-06-30,13,1.1208741540853753
353,2017-09-30,13,1.1408621896431324
354,2017-12-31,13,1.1527169502470853
355,2018-03-31,13,1.1404293465133926
356,2018-06-30,13,1.1195204038028232
357,2018-09-30,13,1.130212823302096
358,2018-12-31,13,1.0935748040311062
359,2019-03-31,13,1.0569537063601107
360,2019-06-30,13,1.0404203507781424
361,2019-09-30,13,1.0500739239388095
362,2019-12-31,13,1.0
363,2020-03-31,13,0.9493504377660741
364,2020-06-30,13,0.7803297331013446
365,2020-09-30,13,0.887642271381963
366,2020-12-31,13,0.9255054904280043
367,2021-03-31,13,0.9295346027477043
368,2021-06-30,13,0.9173604156064915
369,2021-09-30,13,0.8894768725946484
370,2021-12-31,13,0.8317420895966674
371,2022-03-31,13,0.8371830578133954
372,2022-06-30,13,0.8187840487282787
373,2022-09-30,13,0.7858460141301122
374,2022-12-31,13,0.8359721392708193
375,2023-03-31,13,0.8152399858026659
376,2023-06-30,13,0.7774458876365106
377,2023-09-30,13,0.7618315647456143
378,2008-03-31,2,0.6570047114322564
379,2008-06-30,2,0.6380563819738295
380,2008-09-30,2,0.6621083232918998
381,2008-12-31,2,0.760200612044523
382,2009-03-31,2,0.7755045634195153
383,2009-06-30,2,0.7192470306672463
384,2009-09-30,2,0.7028147221864949
385,2009-12-31,2,0.6809781361876514
386,2010-03-31,2,0.6636251885742249
387,2010-06-30,2,0.6880927319843226
388,2010-09-30,2,0.6874967677187396
389,2010-12-31,2,0.7122734987419042
390,2011-03-31,2,0.703366969544373
391,2011-06-30,2,0.7127101498576218
392,2011-09-30,2,0.7394873275584144
393,2011-12-31,2,0.7607837040589175
394,2012-03-31,2,0.7698168713524521
395,2012-06-30,2,0.791602527634205
396,2012-09-30,2,0.7813494223833051
397,2012-12-31,2,0.7965006929571381
398,2013-03-31,2,0.7975550399850806
399,2013-06-30,2,0.8002282342056356
400,2013-09-30,2,0.8106739505228113
401,2013-12-31,2,0.8353149497193181
402,2014-03-31,2,0.8142561217772278
403,2014-06-30,2,0.8613271557142961
404,2014-09-30,2,0.8970330537591908
405,2014-12-31,2,0.9402059227888823
406,2015-03-31,2,0.956220766233417
407,2015-06-30,2,0.8727717319733082
408,2015-09-30,2,0.8943754599038612
409,2015-12-31,2,0.8948847829213961
410,2016-03-31,2,0.9353041314516665
411,2016-06-30,2,0.8342607557258648
412,2016-09-30,2,0.8297758156267524
413,2016-12-31,2,0.8294294276678275
414,2017-03-31,2,0.8418111790146307
415,2017-06-30,2,0.8801135209397876
416,2017-09-30,2,0.9195083421740601
417,2017-12-31,2,0.9066254793286618
418,2018-03-31,2,0.8890294095567599
419,2018-06-30,2,0.9075472292064992
420,2018-09-30,2,0.903710958176636
421,2018-12-31,2,0.9152532264774789
422,2019-03-31,2,0.9546253751023194
423,2019-06-30,2,0.9850907820508302
424,2019-09-30,2,1.0075985649901
425,2019-12-31,2,1.0
426,2020-03-31,2,1.0516134178611078
427,2020-06-30,2,0.934112172931924
428,2020-09-30,2,0.9300461998561863
429,2020-12-31,2,0.9261485726070546
430,2021-03-31,2,0.922041854683778
431,2021-06-30,2,0.8548092188411424
432,2021-09-30,2,0.8349907178963248
433,2021-12-31,2,0.8123516869206281
434,2022-03-31,2,0.7848034298250762
435,2022-06-30,2,0.7918703203889766
436,2022-09-30,2,0.8277692309369856
437,2022-12-31,2,0.8072594299424533
438,2023-03-31,2,0.7778376230981942
439,2023-06-30,2,0.7774024947217668
440,2023-09-30,2,0.8158495083616794
