"ts_month","commodity_name","value"
"2016-03-01 00:00:00","Nickel","8708.119565217392"
"2016-03-01 00:00:00","Silver","15.39282608695652"
"2016-03-01 00:00:00","Zinc","1811.0238095238096"
"2016-04-01 00:00:00","Copper","2.170611111111111"
"2016-04-01 00:00:00","Gold","1241.728095238095"
"2016-04-01 00:00:00","Iron Ore","60.96666666666664"
"2016-04-01 00:00:00","Nickel","8878.857142857143"
"2016-04-01 00:00:00","Silver","16.28490476190476"
"2016-04-01 00:00:00","Zinc","1868.425"
"2016-05-01 00:00:00","Copper","2.1109090909090904"
"2016-05-01 00:00:00","Gold","1256.0222727272728"
"2016-05-01 00:00:00","Iron Ore","55.88636363636363"
"2016-05-01 00:00:00","Nickel","8681.59090909091"
"2016-05-01 00:00:00","Silver","16.82318181818182"
"2016-05-01 00:00:00","Zinc","1874.725"
"2016-06-01 00:00:00","Copper","2.0998571428571426"
"2016-06-01 00:00:00","Gold","1275.7931818181817"
"2016-06-01 00:00:00","Iron Ore","52.34090909090909"
"2016-06-01 00:00:00","Nickel","8928.352272727272"
"2016-06-01 00:00:00","Silver","17.230409090909088"
"2016-06-01 00:00:00","Zinc","2032.3181818181818"
"2016-07-01 00:00:00","Copper","2.208675"
"2016-07-01 00:00:00","Gold","1339.4104761904764"
"2016-07-01 00:00:00","Iron Ore","57.30952380952381"
"2016-07-01 00:00:00","Nickel","10262.857142857143"
"2016-07-01 00:00:00","Silver","19.988904761904763"
"2016-07-01 00:00:00","Zinc","2185.4166666666665"
"2016-08-01 00:00:00","Copper","2.1508421052631577"
"2016-08-01 00:00:00","Gold","1338.0082608695652"
"2016-08-01 00:00:00","Iron Ore","60.869565217391305"
"2016-08-01 00:00:00","Nickel","10310.826086956522"
"2016-08-01 00:00:00","Silver","19.48095652173913"
"2016-08-01 00:00:00","Zinc","2279.8863636363635"
"2016-09-01 00:00:00","Copper","2.128815789473684"
"2016-09-01 00:00:00","Gold","1326.2127272727273"
"2016-09-01 00:00:00","Iron Ore","57.65909090909091"
"2016-09-01 00:00:00","Nickel","10191.78409090909"
"2016-09-01 00:00:00","Silver","19.290136363636364"
"2016-09-01 00:00:00","Zinc","2299.840909090909"
"2016-10-01 00:00:00","Copper","2.146194444444445"
"2016-10-01 00:00:00","Gold","1265.4476190476191"
"2016-10-01 00:00:00","Iron Ore","58.95238095238095"
"2016-10-01 00:00:00","Nickel","10259.738095238095"
"2016-10-01 00:00:00","Silver","17.623999999999995"
"2016-10-01 00:00:00","Zinc","2322.4761904761904"
"2016-11-01 00:00:00","Copper","2.4583611111111114"
"2016-11-01 00:00:00","Gold","1233.7300000000002"
"2016-11-01 00:00:00","Iron Ore","74.13636363636364"
"2016-11-01 00:00:00","Nickel","11128.90909090909"
"2016-11-01 00:00:00","Silver","17.297045454545454"
"2016-11-01 00:00:00","Zinc","2580.5454545454545"
"2016-12-01 00:00:00","Copper","2.5702"
"2016-12-01 00:00:00","Gold","1150.1813636363636"
"2016-12-01 00:00:00","Iron Ore","79.43181818181819"
"2016-12-01 00:00:00","Nickel","10916.045454545454"
"2016-12-01 00:00:00","Silver","16.349999999999998"
